,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Income Expense,Other Non Operating Income Expenses,Special Income Charges,Gain On Sale Of Ppe,Restructuring And Mergern Acquisition,Earnings From Equity Interest,Gain On Sale Of Security,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation Amortization Depletion Income Statement,Depreciation And Amortization In Income Statement,Research And Development,Selling General And Administration,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Symbol,Company Name,Interest Income,Rent Expense Supplemental,Total Operating Income As Reported,Average Dilution Earnings,Other Special Charges,Impairment Of Capital Assets,Interest Income Non Operating,Selling And Marketing Expense,Otherunder Preferred Stock Dividend,Amortization,Amortization Of Intangibles Income Statement,Preferred Stock Dividends,Earnings From Equity Interest Net Of Tax,General And Administrative Expense,Other Gand A,Net Income Discontinuous Operations,Gain On Sale Of Business,Write Off,Salaries And Wages,Other Taxes,Provision For Doubtful Accounts,Total Other Finance Cost,Depreciation Income Statement,Insurance And Claims,Rent And Landing Fees,Excise Taxes,Depletion Income Statement,Securities Amortization
2/29/2024,-353520000,0.36,2189000000,-982000000,-982000000,620000000,212000000,420000000,1207000000,995000000,-27000000,27000000,1248480000,620000000,3275000000,456000000,453000000,1.36,1.37,620000000,620000000,620000000,,620000000,620000000,348000000,968000000,-912000000,70000000,-1000000000,,1000000000,,18000000,-27000000,27000000,1907000000,2685000000,,42000000,42000000,939000000,1704000000,4592000000,590000000,5182000000,5182000000,ADBE,Adobe Inc.,,,907000000,,,,,1352000000,,42000000,42000000,,,352000000,352000000,,,,,,,,,,,,,
11/30/2023,-3595132.743,0.179757,2078000000,-20000000,-20000000,1483000000,222000000,454000000,2058000000,1836000000,241000000,28000000,1499404867,1483000000,3305000000,459000000,455000000,3.23,3.26,1483000000,1483000000,1483000000,,1483000000,1483000000,325000000,1808000000,-176000000,-156000000,,,,,-20000000,241000000,28000000,1743000000,2671000000,,42000000,42000000,889000000,1740000000,4414000000,634000000,5048000000,5048000000,ADBE,Adobe Inc.,,,1743000000,,,,,1368000000,,42000000,42000000,,,372000000,372000000,,,,,,,,,,,,,
8/31/2023,1200000,0.2,1982000000,6000000,6000000,1403000000,218000000,404000000,1988000000,1770000000,-27000000,27000000,1398200000,1403000000,3193000000,459000000,456000000,3.05,3.07,1403000000,1403000000,1403000000,,1403000000,1403000000,340000000,1743000000,73000000,67000000,,,,,6000000,-27000000,27000000,1697000000,2613000000,,42000000,42000000,881000000,1690000000,4310000000,580000000,4890000000,4890000000,ADBE,Adobe Inc.,,,1697000000,,,,,1337000000,,42000000,42000000,,,353000000,353000000,,,,,,,,,,,,,
5/31/2023,1100000,0.22,1891000000,5000000,5000000,1295000000,220000000,394000000,1896000000,1676000000,-26000000,26000000,1291100000,1295000000,3192000000,459000000,458000000,2.82,2.83,1295000000,1295000000,1295000000,,1295000000,1295000000,355000000,1650000000,52000000,47000000,,,,,5000000,-26000000,26000000,1624000000,2620000000,,42000000,42000000,876000000,1702000000,4244000000,572000000,4816000000,4816000000,ADBE,Adobe Inc.,,,1624000000,,,,,1345000000,,42000000,42000000,,,357000000,357000000,,,,,,,,,,,,,
2/28/2023,220000,0.22,1841000000,1000000,1000000,1247000000,212000000,398000000,1842000000,1630000000,-32000000,32000000,1246220000,1247000000,3069000000,460000000,459000000,2.71,2.72,1247000000,1247000000,1247000000,,1247000000,1247000000,351000000,1598000000,44000000,43000000,0,,0,,1000000,-32000000,32000000,1586000000,2501000000,,42000000,42000000,827000000,1632000000,4087000000,568000000,4655000000,4655000000,ADBE,Adobe Inc.,,,1586000000,,,,,1301000000,,42000000,42000000,,,331000000,331000000,,,,,,,,,,,,,
3/31/2024,-3008000,0.188,1347000000,-16000000,-16000000,729000000,280000000,20188000000,1331000000,1051000000,-43000000,166000000,741992000,729000000,21139000000,514000000,513000000,1.42,1.42,729000000,729000000,729000000,10000000,719000000,719000000,166000000,885000000,220000000,24000000,-16000000,2000000,,212000000,,-43000000,166000000,708000000,951000000,,,,,951000000,1659000000,20188000000,21847000000,21847000000,ADM,Archer-Daniels-Midland Company,123000000,,,,,,123000000,,,,,,,,,,,18000000,,,,,,,,,,
12/31/2023,-49961852.86,0.26158,1367000000,-191000000,-191000000,565000000,277000000,21238000000,1176000000,899000000,-94000000,165000000,706038147.1,565000000,22157000000,,,,,565000000,565000000,565000000,23000000,542000000,542000000,192000000,734000000,7000000,55000000,-191000000,5000000,,143000000,,-94000000,165000000,821000000,919000000,,,,,919000000,1740000000,21238000000,22978000000,22978000000,ADM,Archer-Daniels-Midland Company,71000000,,,,,,71000000,,,,,,,,,,,,,,,,,,,,,
9/30/2023,-15678000,0.201,1525000000,-78000000,-78000000,821000000,261000000,19885000000,1447000000,1186000000,-3000000,155000000,883322000,821000000,20700000000,540000000,540000000,1.52,1.52,821000000,821000000,821000000,-3000000,824000000,824000000,207000000,1031000000,39000000,34000000,-78000000,1000000,,83000000,,-3000000,155000000,995000000,815000000,,,,,815000000,1810000000,19885000000,21695000000,21695000000,ADM,Archer-Daniels-Midland Company,152000000,,,,,,152000000,,,,,,,,,,,79000000,,,,,,,,,,
6/30/2023,-7020000,0.18,1613000000,-39000000,-39000000,927000000,262000000,23307000000,1574000000,1312000000,-38000000,180000000,958980000,927000000,24148000000,546000000,545000000,1.7,1.7,927000000,927000000,927000000,-1000000,928000000,928000000,204000000,1132000000,128000000,16000000,-39000000,21000000,,151000000,,-38000000,180000000,1042000000,841000000,,,,,841000000,1883000000,23307000000,25190000000,25190000000,ADM,Archer-Daniels-Midland Company,142000000,,,,,,142000000,,,,,,,,,,,60000000,,,,,,,,,,
3/31/2023,644000,0.161,1799000000,4000000,4000000,1170000000,259000000,21992000000,1803000000,1544000000,-13000000,147000000,1166644000,1170000000,22873000000,551000000,550000000,2.12,2.13,1170000000,1170000000,1170000000,-2000000,1172000000,1172000000,225000000,1397000000,211000000,33000000,4000000,11000000,,174000000,,-13000000,147000000,1199000000,881000000,,,,,881000000,2080000000,21992000000,24072000000,24072000000,ADM,Archer-Daniels-Midland Company,134000000,,,,,,134000000,,,,,,,,,,,7000000,,,,,,,,,,
3/31/2024,0,0.234,1753600000,0,0,1184900000,144600000,2768200000,1753600000,1609000000,-6800000,62700000,1184900000,1184900000,3700700000,412100000,410500000,2.88,2.89,1184900000,1184900000,1184900000,,1184900000,1184900000,361400000,1546300000,,,1200000,1200000,,,-1200000,-6800000,62700000,1553100000,932500000,,,,,932500000,2485600000,2768200000,5253800000,5253800000,ADP,"Automatic Data Processing, Inc.",55900000,,,,,,55900000,,,,,,,932500000,940900000,,,0,-8400000,,,,,,,,,
12/31/2023,-139200,0.232,1389400000,-600000,-600000,878400000,140100000,2561600000,1388800000,1248700000,-48000000,104900000,878860800,878400000,3484100000,412500000,411100000,2.13,2.14,878400000,878400000,878400000,,878400000,878400000,265400000,1143800000,7900000,8500000,1400000,1400000,,,-2000000,-48000000,104900000,1183900000,922500000,,,,,922500000,2106400000,2561600000,4668000000,4668000000,ADP,"Automatic Data Processing, Inc.",56900000,,,,,,56900000,,,,,,,,,,,0,,,,,,,,,,
9/30/2023,2717800,0.214,1313200000,12700000,12700000,859400000,141500000,2515400000,1325900000,1184400000,-45100000,91600000,849417800,859400000,3395700000,413600000,411700000,2.08,2.09,859400000,859400000,859400000,,859400000,859400000,233400000,1092800000,21200000,8500000,14600000,14600000,,,-1900000,-45100000,91600000,1116700000,880300000,,,,,880300000,1997000000,2515400000,4512400000,4512400000,ADP,"Automatic Data Processing, Inc.",46500000,,,,,,46500000,,,,,,,,,,,0,,,,,,,,,,
6/30/2023,-591825.7757,0.227625,1255500000,-2600000,-2600000,776700000,140400000,2485300000,1252900000,1112500000,-40200000,106900000,778708174.2,776700000,3442500000,414300000,412400000,1.87,1.88,776700000,776700000,776700000,,776700000,776700000,228900000,1005600000,10500000,13100000,-1800000,0,,,-800000,-40200000,106900000,1035300000,957200000,,,,,957200000,1992500000,2485300000,4477800000,4477800000,ADP,"Automatic Data Processing, Inc.",66700000,,,,,,66700000,,,,,,,,,,,1800000,,,,,,,,,,
3/31/2023,-211500,0.235,1540200000,-900000,-900000,1043100000,137000000,2623800000,1539300000,1402300000,-14200000,38300000,1043788500,1043100000,3548700000,415500000,413700000,2.51,2.52,1043100000,1043100000,1043100000,,1043100000,1043100000,320900000,1364000000,-900000,13100000,0,0,,,-900000,-14200000,38300000,1379100000,924900000,,,,,924900000,2304000000,2623800000,4927800000,4927800000,ADP,"Automatic Data Processing, Inc.",24100000,,,,,,24100000,,,,,,,924900000,938000000,,,0,-13100000,,,,,,,,,
3/31/2024,1294117.647,0.143791,848000000,9000000,9000000,261000000,397000000,913000000,857000000,460000000,-146000000,154000000,253294117.6,261000000,1369000000,266800000,266400000,0.98,0.98,261000000,261000000,261000000,-1000000,262000000,262000000,44000000,306000000,5000000,-4000000,9000000,,,0,,-146000000,154000000,447000000,420000000,,361000000,361000000,,-76000000,867000000,949000000,1816000000,1816000000,AEE,Ameren Corporation,8000000,,371000000,,-9000000,,8000000,,,,,,,-76000000,,,,,-76000000,135000000,,,,,,,,
12/31/2023,2954545.455,0.19697,717000000,15000000,15000000,158000000,381000000,849000000,732000000,351000000,-144000000,153000000,145954545.5,158000000,1270000000,264000000,263500000,0.6,0.6,158000000,158000000,158000000,-1000000,159000000,159000000,39000000,198000000,-6000000,-20000000,15000000,,,-1000000,,-144000000,153000000,348000000,403000000,,363000000,363000000,,-84000000,751000000,867000000,1618000000,1618000000,AEE,Ameren Corporation,9000000,,264000000,,-15000000,,9000000,,,,,,,-84000000,,,,,-84000000,124000000,,,,,,,,
9/30/2023,1960923.623,0.122558,1079000000,16000000,16000000,493000000,380000000,919000000,1095000000,715000000,-146000000,152000000,478960923.6,493000000,1362000000,263400000,262800000,1.87,1.88,493000000,493000000,493000000,-1000000,494000000,494000000,69000000,563000000,11000000,-5000000,16000000,,,0,,-146000000,152000000,698000000,432000000,,369000000,369000000,,-84000000,1130000000,930000000,2060000000,2060000000,AEE,Ameren Corporation,6000000,,614000000,,-16000000,,6000000,,,,,,,-84000000,,,,,-84000000,147000000,,,,,,,,
6/30/2023,1960000,0.14,767000000,14000000,14000000,237000000,370000000,937000000,781000000,411000000,-134000000,134000000,224960000,237000000,1368000000,263200000,262600000,0.9,0.9,237000000,237000000,237000000,-2000000,239000000,239000000,38000000,277000000,19000000,5000000,14000000,,,0,,-134000000,134000000,392000000,396000000,,335000000,335000000,,-63000000,788000000,972000000,1760000000,1760000000,AEE,Ameren Corporation,0,,329000000,,-14000000,,0,,,,,,,-63000000,,,,,-63000000,124000000,,,,,,,,
3/31/2023,1102649.007,0.122517,789000000,9000000,9000000,264000000,369000000,1215000000,798000000,429000000,-119000000,127000000,256102649,264000000,1647000000,263100000,262200000,1,1.01,264000000,264000000,264000000,-1000000,265000000,265000000,37000000,302000000,6000000,-5000000,9000000,,,2000000,,-119000000,127000000,415000000,383000000,,320000000,320000000,,-64000000,798000000,1264000000,2062000000,2062000000,AEE,Ameren Corporation,8000000,,351000000,,-9000000,,8000000,,,,,,,-64000000,,,,,-64000000,127000000,,,,,,,,
3/31/2024,-13031150,0.29,927473000,-44935000,-44935000,347192000,357225000,1140810000,882538000,525313000,-33217000,36265000,379095850,347192000,1252974000,498807000,497619000,0.7,0.7,347556000,347192000,347192000,,347192000,347192000,141856000,489048000,-54584000,-9649000,-3547000,-3547000,0,,-41388000,-33217000,36265000,576849000,112164000,53005000,,,,48117000,689013000,1140810000,1829823000,1831864000,AEM,Agnico Eagle Mines Limited,3048000,,,364000,,,3048000,,,,,,,48117000,48117000,,,,,,,,,,,,,
12/31/2023,-294280800,0.4,799403000,-735702000,-735702000,-381011000,391556000,1169011000,63701000,-327855000,188000,-3773000,60410200,-381011000,1339002000,497076000,496499000,-0.77,-0.77,-385747000,-381011000,-381011000,,-381011000,-381011000,56929000,-324082000,-741908000,-6206000,-803242000,-17667000,0,,67540000,188000,-3773000,417638000,169991000,81615000,,,,74001000,587629000,1169011000,1756640000,1756211000,AEM,Agnico Eagle Mines Limited,6079000,,,,,,6079000,,,,,,,74001000,74001000,,,,,,,,,,,,,
9/30/2023,-13022686.32,0.341695,760122000,-38112000,-38112000,178606000,414994000,1174405000,722010000,307016000,-34074000,35704000,203695313.7,178606000,1287290000,496404000,495286000,0.36,0.36,178606000,178606000,178606000,,178606000,178606000,92706000,271312000,-49735000,-11623000,-10594000,-5491000,4591000,,-27518000,-34074000,35704000,355121000,112885000,61594000,,,,38930000,468006000,1174405000,1642411000,1643953000,AEM,Agnico Eagle Mines Limited,1630000,,,,512000,,1630000,,,,,,,38930000,38930000,,,,,,,,,,,,,
6/30/2023,5617080.295,0.299179,864664000,18775000,18775000,326821000,381262000,1124515000,883439000,502177000,-34356000,35837000,313663080.3,326821000,1235660000,495509000,494138000,0.66,0.66,325681000,326821000,326821000,,326821000,326821000,139519000,466340000,18159000,-616000,-3644000,-1058000,1673000,,22419000,-34356000,35837000,482537000,111145000,54422000,,,,47312000,593682000,1124515000,1718197000,1718166000,AEM,Agnico Eagle Mines Limited,1481000,,,-1140000,913000,,1481000,,,,,,,47312000,47312000,,,,,,,,,,,,,
3/31/2023,101108832,0.066,740954000,1531952000,1531952000,1816891000,303959000,957103000,2272906000,1968947000,-20980000,23448000,386047832,1816891000,1069767000,470455000,468968000,3.86,3.87,1815115000,1816891000,1816891000,,1816891000,1816891000,128608000,1945499000,1526585000,-5367000,1525633000,-2542000,-1528175000,,6319000,-20980000,23448000,439894000,112664000,53211000,,,,48208000,552558000,957103000,1509661000,1509743000,AEM,Agnico Eagle Mines Limited,2468000,,,-1776000,,,2468000,,,,,,,48208000,48208000,,,,,,,,,,,,,
3/31/2024,17440000,0.4,2018400000,43600000,43600000,1003100000,787100000,1893300000,2062000000,1274900000,-435600000,435600000,976940000,1003100000,3853100000,527596395,526552036,1.9,1.91,1003100000,1003100000,1003100000,-2600000,1005700000,1005700000,-141900000,839300000,102300000,58700000,43600000,,,,,-435600000,435600000,1172600000,1959800000,762300000,787100000,787100000,,,3132400000,1893300000,5025700000,4900300000,AEP,"American Electric Power Company, Inc.",,,1172600000,,-43600000,,,,,,,,24500000,,,,,,,410400000,,,,,,,,
12/31/2023,-7161000,0.21,1664200000,-34100000,-34100000,336200000,877600000,1887400000,1630100000,752500000,-460900000,460900000,363139000,336200000,3868200000,,,,,336200000,336200000,336200000,-1600000,337800000,337800000,-48600000,291600000,43500000,77600000,-34100000,0,,,,-460900000,460900000,709000000,1884200000,760100000,781000000,781000000,,,2593200000,1984000000,4577200000,4426900000,AEP,"American Electric Power Company, Inc.",,,623400000,,-51500000,,,,,,,,-2400000,,,,0,85600000,,343100000,,,,,,,,
9/30/2023,3276687.974,0.064123,2212700000,51100000,51100000,953700000,792300000,2082300000,2263800000,1471500000,-470300000,470300000,905876688,953700000,3988400000,521444125,520459880,1.83,1.83,953700000,953700000,953700000,-4600000,958300000,958300000,64200000,1001200000,118200000,67100000,51100000,0,,,,-470300000,470300000,1353300000,1906100000,719900000,792300000,792300000,,,3259400000,2082300000,5341700000,5220800000,AEP,"American Electric Power Company, Inc.",,,1353300000,,-51100000,,,,,,,,21300000,,,,0,0,,393900000,,,,,,,,
6/30/2023,2232248.239,0.054445,1685900000,41000000,41000000,521200000,741600000,1764600000,1726900000,985300000,-460000000,460000000,482432248.2,521200000,3497800000,516242919,514879144,1.01,1.01,521200000,521200000,521200000,5100000,516100000,516100000,28600000,525300000,110600000,69600000,41000000,0,,,,-460000000,460000000,874700000,1733200000,631200000,741600000,741600000,,,2607900000,1764600000,4372500000,4278000000,AEP,"American Electric Power Company, Inc.",,,874700000,,-41000000,,,,,,,,19400000,,,,0,,,360400000,,,,,,,,
3/31/2023,833384.5366,0.026626,1550500000,31300000,31300000,397000000,775500000,2023700000,1581800000,806300000,-415700000,415700000,366533384.5,397000000,3986100000,515598090,514176648,0.77,0.77,397000000,397000000,397000000,-3400000,400400000,400400000,10400000,390600000,101500000,70200000,31300000,,,,,-415700000,415700000,704800000,1962400000,792000000,775500000,775500000,,,2667200000,2023700000,4690900000,4598500000,AEP,"American Electric Power Company, Inc.",,,704800000,,-31300000,,,,,,,,20200000,,,,-112000000,,,394900000,,,,,,,,
3/31/2024,4839263,0.143,1224826000,33841000,33841000,604214000,633478000,1273607000,1258667000,625189000,,,575212263,604214000,1392899000,200085734,195773846,3.02,3.09,604214000,604214000,604214000,4000,604210000,604210000,94109000,658779000,33841000,,20318000,,,,13523000,,,625189000,119292000,,,,,119292000,744481000,1273607000,2018088000,1858508000,AER,AerCap Holdings N.V.,,,,,12000,-20330000,,20829000,,,,,39540000,98463000,18584000,,,,79879000,,,,,,,,,
12/31/2023,20565294.04,0.035915,570246000,572610000,572610000,1105838000,631445000,1262517000,1142856000,511411000,,,553793294,1105838000,1384396000,,,,,1105838000,1105838000,1105838000,-857000,1106695000,1106695000,39038000,1086955000,575451000,2841000,563685000,,0,,8925000,,,511411000,121879000,,,,,121879000,633290000,1262517000,1895807000,1801544000,AER,AerCap Holdings N.V.,,,,,-614000000,50315000,,22429000,,,,,58778000,99450000,18126000,,,,81324000,,,,,,,,,
9/30/2023,59696580,0.094,531726000,635070000,635070000,1105254000,623012000,1235975000,1166796000,543784000,,,529880580,1105254000,1347883000,227379759,224239197,4.86,4.93,1105254000,1105254000,1105254000,-3749000,1109003000,1109003000,110677000,1178661000,635070000,,645647000,,0,,-10577000,,,543784000,111908000,,,,,111908000,655692000,1235975000,1891667000,1761759000,AER,AerCap Holdings N.V.,,,,,-645754000,107000,,23310000,,,,,41019000,88598000,16659000,,,,71939000,,,,,,,,,
6/30/2023,823693.3708,0.14073,1140848000,5853000,5853000,492894000,615604000,1272218000,1146701000,531097000,,,487864693.4,492894000,1391955000,232866512,231318582,2.12,2.13,492894000,492894000,492894000,-3976000,496870000,496870000,75747000,538243000,7182000,1329000,11112000,,0,,-5259000,,,531097000,119737000,,,,,119737000,650834000,1272218000,1923052000,1757143000,AER,AerCap Holdings N.V.,,,,,-210000,-10902000,,27100000,,,,,34374000,92637000,15438000,,,,77199000,,,,,,,,,
3/31/2023,-1981140,0.14,1107038000,-14151000,-14151000,432105000,610517000,1272748000,1092887000,482370000,,,444274860,432105000,1383352000,241559712,239368415,1.79,1.81,432105000,432105000,432105000,-3172000,435277000,435277000,65594000,468327000,-14151000,,-23396000,,0,,9245000,,,482370000,110604000,,,,,110604000,592974000,1272748000,1865722000,1766182000,AER,AerCap Holdings N.V.,,,,,-8939000,32335000,,19958000,,,,,32544000,90646000,15335000,,,,75311000,,,,,,,,,
3/31/2024,-3600000,0.4,955000000,-9000000,-9000000,432000000,312000000,2466000000,946000000,634000000,-252000000,357000000,437400000,432000000,2547000000,712000000,696774194,0.6,0.62,432000000,432000000,432000000,154000000,278000000,278000000,-16000000,277000000,-9000000,,-1000000,3000000,-6000000,,-8000000,-252000000,357000000,538000000,81000000,6000000,,,,75000000,619000000,2466000000,3085000000,3139000000,AES,The AES Corporation,105000000,,,,7000000,46000000,105000000,,,,,,-15000000,75000000,75000000,,43000000,,,,,,,,,,,
12/31/2023,-164220000,0.21,848000000,-782000000,-782000000,-101000000,292000000,2474000000,66000000,-226000000,-200000000,353000000,516780000,-94000000,2541000000,,,,,-94000000,-94000000,-94000000,549000000,-643000000,-650000000,82000000,-579000000,-806000000,-24000000,-638000000,-21000000,-25000000,,-144000000,-200000000,353000000,427000000,67000000,,,,,67000000,494000000,2474000000,2968000000,2907000000,AES,The AES Corporation,153000000,,,,53000000,727000000,153000000,,,,,,11000000,67000000,64000000,,138000000,,3000000,,,,,,,,,
9/30/2023,-66560000,0.26,1282000000,-256000000,-256000000,231000000,286000000,2516000000,1026000000,740000000,-182000000,326000000,420440000,231000000,2582000000,712000000,679411765,0.32,0.34,231000000,231000000,231000000,-60000000,291000000,291000000,109000000,414000000,-256000000,,-156000000,-2000000,1000000,,-100000000,-182000000,326000000,852000000,66000000,,,,,66000000,918000000,2516000000,3434000000,3449000000,AES,The AES Corporation,144000000,,,,-5000000,158000000,144000000,,,,,,-14000000,66000000,64000000,,0,,2000000,,0,,,,,,,
6/30/2023,-52500000,0.21,841000000,-250000000,-250000000,-39000000,277000000,2529000000,591000000,314000000,-179000000,310000000,158500000,-39000000,2604000000,669000000,650000000,-0.06,-0.06,-39000000,-39000000,-39000000,-20000000,-19000000,-19000000,-2000000,4000000,-240000000,10000000,-183000000,-7000000,1000000,,-67000000,-179000000,310000000,423000000,75000000,,,,,75000000,498000000,2529000000,3027000000,3027000000,AES,The AES Corporation,131000000,,,,-3000000,174000000,131000000,,,,,,-25000000,75000000,72000000,,-4000000,,3000000,,0,,,,,,,
3/31/2023,-17280000,0.27,932000000,-64000000,-64000000,151000000,273000000,2645000000,868000000,595000000,-207000000,330000000,197720000,151000000,2700000000,712000000,669000000,0.21,0.22,151000000,151000000,151000000,-38000000,189000000,189000000,72000000,265000000,-67000000,-3000000,-22000000,0,7000000,,-42000000,-207000000,330000000,539000000,55000000,,,,,55000000,594000000,2645000000,3239000000,3291000000,AES,The AES Corporation,123000000,,,,-5000000,20000000,123000000,,,,,,-4000000,55000000,55000000,,0,,,,,,,,,,,
3/31/2024,0,0.203947,,,,242000000,20000000,,,323000000,-19000000,19000000,242000000,242000000,1577000000,83800000,83700000,2.89,2.89,242000000,242000000,242000000,,242000000,242000000,62000000,304000000,39000000,,,,,,,-19000000,19000000,,,76000000,,,,,,,1881000000,1881000000,AFG,"American Financial Group, Inc.",7000000,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2023,0,0.214925,,,,263000000,18000000,,,354000000,-19000000,19000000,263000000,263000000,1751000000,83800000,83635807,3.13,3.144586,263000000,263000000,263000000,,263000000,263000000,72000000,335000000,46000000,,,,,,,-19000000,19000000,,,78000000,,,,,,,2086000000,2086000000,AFG,"American Financial Group, Inc.",8000000,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/2023,0,0.19,,,,177000000,21000000,,,238000000,-19000000,19000000,177000000,177000000,1928000000,84700000,84600000,2.09,2.1,177000000,177000000,177000000,,177000000,177000000,42000000,219000000,43000000,,,,,,,-19000000,19000000,,,85000000,,,,,,,2147000000,2147000000,AFG,"American Financial Group, Inc.",8000000,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/2023,0,0.215686,,,,200000000,19000000,,,274000000,-19000000,19000000,200000000,200000000,1557000000,85200000,85100000,2.34,2.35,200000000,200000000,200000000,,200000000,200000000,55000000,255000000,25000000,,,,,,,-19000000,19000000,,,73000000,,,,,,,1812000000,1812000000,AFG,"American Financial Group, Inc.",9000000,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/2023,0,0.19697,,,,212000000,20000000,,,283000000,-19000000,19000000,212000000,212000000,1419000000,85400000,85200000,2.49,2.49,212000000,212000000,212000000,,212000000,212000000,52000000,264000000,32000000,,,,,,,-19000000,19000000,,,69000000,,,,,,,1683000000,1683000000,AFG,"American Financial Group, Inc.",9000000,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/2024,0,0.134,,,,1879000000,,,,2217000000,-47000000,47000000,1879000000,1879000000,3272000000,577482000,574886000,3.25,3.27,1879000000,1879000000,1879000000,,1879000000,1879000000,291000000,2170000000,29000000,,,,,,,-47000000,47000000,,,6000000,,,,,,,5442000000,5442000000,AFL,Aflac Incorporated,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2023,0,0.075862,,,,268000000,,,,337000000,-47000000,47000000,268000000,268000000,3567000000,584881000,581876000,0.46,0.46,268000000,268000000,268000000,,268000000,268000000,22000000,290000000,38000000,,,,,,,-47000000,47000000,,,79000000,,,,,,,3857000000,3857000000,AFL,Aflac Incorporated,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/2023,0,0.131,,,,1569000000,,,,1854000000,-49000000,49000000,1569000000,1569000000,3174000000,593596000,591246000,2.64,2.65,1569000000,1569000000,1569000000,,1569000000,1569000000,236000000,1805000000,47000000,,,,,,,-49000000,49000000,,,29000000,,,,,,,4979000000,4979000000,AFL,Aflac Incorporated,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/2023,0,0.104,,,,1634000000,,,,1876000000,-51000000,51000000,1634000000,1634000000,3348000000,602929000,600742000,2.71,2.72,1634000000,1634000000,1634000000,,1634000000,1634000000,191000000,1825000000,45000000,,,,,,,-51000000,51000000,,,1000000,,,,,,,5173000000,5173000000,AFL,Aflac Incorporated,,,,,,,,,,,,,,,,,,,,,,,,,,,,
